popularity,original_title,director,runtime,release_date,vote_count,vote_average,budget_adj,revenue_adj
0.412877,The Legend of Barney Thomson,Robert Carlyle,96,7/24/2015,21,5.7,0,0
0.412503,The Duke of Burgundy,Peter Strickland,101,1/23/2015,58,5.8,919999.5952,0
0.409698,88,April Mullen,88,1/6/2015,20,4.4,0,0
0.405095,The Girl in the Book,Marya Cohn,86,6/13/2015,23,6.2,0,0
0.404511,Avengers Grimm,Jeremy M. Inman,90,3/17/2015,23,3.8,0,0
0.402236,The D Train,Andrew Mogel|Jarrad Paul,101,5/8/2015,47,4.2,411721.8988,709611.3278
0.250209,The Lion Guard: Return of the Roar,Howy Parkins,44,11/22/2015,48,5.9,0,0
0.399947,A Royal Night Out,Julian Jarrold,97,5/14/2015,42,6.2,0,209885.0277
0.398982,Parallels,Christopher Leone,83,3/1/2015,92,6.1,0,0
0.396791,Born to Be Blue,Robert Budreau,97,9/13/2015,16,6.8,0,763718.344
0.394466,The Marine 4: Moving Target,William Kaufman,90,4/10/2015,35,5.7,1793999.211,0
0.393642,Tales of Halloween,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,90,10/16/2015,74,5.3,0,0
0.393566,Blunt Force Trauma,Ken Sanzel,92,10/5/2015,23,4.4,919999.5952,0
0.391326,Operator,Obin Olson|Amariah Olson,88,8/21/2015,16,5.4,0,0
0.386529,The Human Centipede 3 (Final Sequence),Tom Six,103,5/22/2015,75,3.5,0,0
0.383406,Spring,Aaron Moorhead|Justin Benson,109,3/20/2015,110,6.5,0,45972.37977
0.383183,The Intruders,Adam Massey,92,2/24/2015,26,4.9,0,0
0.382997,We Are Still Here,Ted Geoghegan,84,6/5/2015,91,5.5,0,0
0.71289,Monster High: Haunted,Dan Fraga|William Lau,75,3/2/2015,11,7,0,0
0.378836,3-Headed Shark Attack,Christopher Ray,90,7/20/2015,15,3.8,0,0
0.37668,Navy Seals vs. Zombies,Stanton Barrett,97,10/8/2015,24,3.3,0,0
0.411416,Wrecker,Michael Bafaro,83,11/6/2015,12,3.6,0,0
0.374853,The Escort,Will Slocombe,88,6/15/2015,41,5.9,0,0
0.372889,Martyrs,Kevin Goetz|Michael Goetz,86,12/31/2015,43,5,0,0
0.371145,Uncanny,Matthew Leutwyler,91,1/31/2015,21,6.1,0,0
0.370148,Bad Hair Day,Erik Canuel,90,2/13/2015,21,6.5,0,0
0.369529,Area 51,Oren Peli,91,5/15/2015,82,4.4,4599997.976,0
0.369108,San Andreas Quake,John Baumgartner,90,5/19/2015,60,3.7,0,0
0.36817,The Runner,Austin Stark,90,8/7/2015,35,4.8,5519997.571,0
0.367617,Advantageous,Jennifer Phang,92,6/23/2015,29,6.4,0,0
0.367434,Partisan,Ariel Kleiman,98,1/25/2015,16,5.8,0,0
0.36603,R.L. Stine's Monsterville: The Cabinet of Souls,Peter DeLuise,85,9/29/2015,22,7.2,4047998.219,0
0.365901,Strangerland,Kim Farrant,111,7/1/2015,48,5,9199995.952,16074.23293
0.329164,Ashby,Tony McNamara,102,4/19/2015,104,5.9,0,0
0.359826,Beautiful & Twisted,Christopher Zalla,90,1/31/2015,21,5.4,0,0
0.357654,Ronaldo,Anthony Wonke,0,11/9/2015,80,6.5,0,0
0.357614,Going Clear: Scientology and the Prison of Belief,Alex Gibney,119,1/25/2015,186,7.8,0,0
0.357567,Zipper,Mora Stephens,103,8/28/2015,30,5.5,0,0
0.356519,War Pigs,Ryan Little,92,8/3/2015,26,4.9,0,0
0.354624,Turbo Kid,Fran_§ois Simard|Anouk Whissell|Yoann-Karl Whissell,95,8/14/2015,136,6.6,0,0
0.350858,Barbie in Rock 'N Royals,Karen J. Lloyd,84,8/13/2015,17,6.3,0,0
0.350599,Circle,Aaron Hann|Mario Miscione,87,10/2/2015,167,6.1,0,0
0.348306,Monkey Kingdom,Mark Linfield|Alastair Fothergill,81,4/17/2015,39,6.3,0,15328184.1
0.347797,Joe Dirt 2: Beautiful Loser,Fred Wolf,107,7/16/2015,23,4.2,0,0
0.344994,Minions: The Competition,Kyle Balda|Julien Soret,4,11/4/2015,16,5.9,0,0
0.344549,I'll See You in My Dreams,Brett Haley,92,5/15/2015,39,6.2,0,6853703.504
0.34253,Jesse Stone: Lost in Paradise,Robert Harmon,87,10/18/2015,10,5.6,0,0
0.574031,Steve Jobs: The Man in the Machine,Alex Gibney,129,8/7/2015,110,6.2,0,454945.3198
0.339297,Babysitter's Black Book,Lee Friedlander,88,2/21/2015,18,5.9,0,0
0.511431,The Ones Below,David Farr,87,10/14/2015,33,5.9,0,0
0.336453,Tremors 5: Bloodlines,Don Michael Paul,99,10/6/2015,47,5.1,0,0
0.336107,Captive,Jerry Jameson,97,9/17/2015,55,5.7,1839999.19,2577386.226
0.335941,Terminus,Marc Furmie,94,1/30/2015,39,4.6,0,0
0.333656,Andron,Francesco Cinquemani,100,11/8/2015,24,4.7,0,0
0.332921,How to Plan an Orgy in a Small Town,Jeremy Lalonde,101,9/19/2015,17,4.7,0,0
0.330968,Freaks of Nature,Robbie Pickering,92,10/30/2015,78,5.6,0,65281.33128
0.330484,Reversal,Jos_© Manuel Cravioto,80,6/26/2015,54,5.4,0,0
0.329776,Batman Unlimited: Monster Mayhem,Butch Lukic,81,8/18/2015,30,6.1,0,0
0.329109,The Lovers,Roland Joff_©,109,2/13/2015,22,4.6,24839989.07,0
0.327373,Holding the Man,Neil Armfield,128,8/27/2015,43,7.9,0,0
0.327066,Harbinger Down,Alec Gillis,82,8/7/2015,32,4.2,0,0
0.32705,Batman Unlimited: Animal Instincts,Butch Lukic,78,5/12/2015,39,5.8,0,0
0.324666,Entertainment,Rick Alverson,113,8/11/2015,11,4,0,0
0.324515,Meadowland,Reed Morano,105,10/16/2015,17,6.4,0,0
0.324,The Stanford Prison Experiment,Kyle Patrick Alvarez,122,7/17/2015,135,6.8,0,592072.1795
0.390188,The Girl King,Mika Kaurism_¤ki,106,12/11/2015,12,6.1,0,0
0.322653,Bessie,Dee Rees,107,5/16/2015,21,5.9,0,0
0.32264,The Atticus Institute,Chris Sparling,92,1/20/2015,92,5.3,0,0
0.30035,The Hoarder,Matt Winn,86,5/21/2015,24,4.2,0,0
0.318459,I Smile Back,Adam Salky,85,10/23/2015,25,5.7,0,0
0.315196,Oddball,Stuart McDonald,95,9/17/2015,15,6.1,0,0
0.314199,Meru,Jimmy Chin|Elizabeth Chai Vasarhelyi,89,1/25/2015,42,6.9,0,2147488.815
0.422901,Sanjay's Super Team,Sanjay Patel,7,11/25/2015,47,6.9,0,0
0.307395,Learning to Drive,Isabel Coixet,105,8/6/2015,44,5.9,0,3171820.964
0.305916,Christmas Eve,Mitch Davis,95,12/4/2015,11,5.8,0,0
0.302474,The Sisterhood of Night,Caryn Waechter,104,4/10/2015,25,6.6,0,0
0.301343,Sharknado 3: Oh Hell No!,Anthony C. Ferrante,88,7/22/2015,68,4.5,0,0
0.300128,12 Rounds 3: Lockdown,Stephen Reynolds,90,9/11/2015,18,4.5,0,0
0.198522,Hitting the Apex,Mark Neale,138,9/2/2015,14,8,0,0
0.299427,Club Life,Fabrizio Conte,90,5/29/2015,12,6.3,0,4088.478201
0.298861,Cleveland Abduction,Alex Kalymnios,88,5/2/2015,33,6.3,0,0
0.298751,90 Minutes in Heaven,Michael Polish,121,9/11/2015,24,5.7,4599997.976,4455281.12
0.298628,Lavalantula,Mike Mendez,83,8/8/2015,16,5.6,0,0
0.295946,Unexpected,Kris Swanberg,90,7/24/2015,22,5.7,0,0
0.404363,Justice League: Throne of Atlantis,Ethan Spaulding,72,1/27/2015,142,6.5,3219998.583,0
0.26501,Lady Chatterley's Lover,Jed Mercurio,89,9/6/2015,15,6.3,0,0
0.292437,The Wicked Within,Jay Alaimo,91,10/16/2015,17,4.1,0,0
0.291244,Bridgend,Jeppe R_¸nde,95,1/22/2015,10,5.7,0,0
0.290424,Backcountry,Adam MacDonald,92,3/20/2015,75,5.8,0,0
0.289526,Walter,Anna Mastro,87,3/13/2015,12,5.2,643999.7166,0
0.288598,Ratter,Branden Kramer,80,1/24/2015,57,5.2,459999.7976,0
0.309811,An Inspector Calls,Aisling Walsh,86,9/13/2015,16,7.8,0,0
0.286266,The Survivalist,Stephen Fingleton,104,4/15/2015,44,6.4,0,0
0.28337,Don't Grow Up,Thierry Poiraud,81,3/11/2015,15,3.9,0,0
0.283194,Night Of The Living Deb,Kyle Rankin,85,8/29/2015,13,5.7,1839999.19,0
0.282237,No Stranger Than Love,Nick Wernham,89,4/30/2015,13,4.1,0,0
0.280878,The Hive,David Yarovesky,89,9/14/2015,15,5.5,0,0
0.278583,Back in Time,Jason Aron,95,10/20/2015,69,5.8,0,0
0.277844,Nina Forever,Ben Blaine|Chris Blaine,98,3/14/2015,27,4.8,0,0
0.277613,Some Kind Of Hate,Adam Egypt Mortimer,82,5/2/2015,19,3.9,0,0
0.277035,The Dead Room,Jason Stutter,80,10/1/2015,16,4.6,919999.5952,0
0.272995,Condemned,Eli Morgan Gesner,83,11/13/2015,16,3.7,0,0
0.270842,Night Owls,Charles Hood,91,3/15/2015,10,7.1,0,0
0.270786,The Sand,Isaac Gabaeff,84,8/28/2015,10,3.9,0,0
0.171829,Digging for Fire,Joe Swanberg,83,8/21/2015,35,4.9,0,0
0.264997,Ten Thousand Saints,Robert Pulcini|Shari Springer Berman,113,8/14/2015,28,6,0,0
0.261932,From the Dark,Conor McMahon,90,4/14/2015,22,6.1,0,0
0.261717,My All American,Angelo Pizzo,118,11/13/2015,19,6.9,18399991.9,0
0.260045,Hangman,Adam Mason,85,3/14/2015,14,3.9,0,0
0.202673,Larry Gaye: Renegade Male Flight Attendant,Sam Friedlander,99,6/5/2015,12,5.3,0,0
0.259794,Grandma,Paul Weitz,78,6/4/2015,81,5.6,551999.7571,6520452.971
0.097514,Anarchy Parlor,Kenny Gage|Devon Downs,0,1/1/2015,15,5.6,0,0
0.256542,Summer Camp,Alberto Marini,81,8/30/2015,16,5.3,0,0
0.256286,Backmask,Marcus Nispel,91,1/16/2015,46,4.6,0,0
0.255458,Already Tomorrow in Hong Kong,Emily Ting,78,6/12/2015,23,5.4,0,0
0.250866,Those People,Joey Kuhn,89,5/16/2015,25,7.2,0,0
0.249595,Show Me a Hero,Paul Haggis,300,8/16/2015,32,7.7,0,0
0.248964,Curve,Iain Softley,86,8/31/2015,40,4.4,0,0
0.24828,Pound of Flesh,Ernie Barbarash,104,5/7/2015,42,5.4,6899996.964,0
0.247595,Cyberbully,Ben Chanan,62,1/15/2015,73,6.4,0,0
0.247589,Final Girl,Tyler Shields,90,4/14/2015,117,4.8,0,0
0.247426,He Named Me Malala,Davis Guggenheim,87,9/12/2015,36,5.3,0,2431466.01
0.246609,The Driftless Area,Zachary Sluser,95,4/18/2015,12,5,0,0
0.245948,Do You Believe?,Jonathan M. Gunn,115,3/20/2015,30,7.4,0,0
0.24495,7 Days in Hell,Jake Szymanski,43,7/11/2015,87,6.4,0,0
0.244648,Belli di pap__,Guido Chiesa,100,10/29/2015,21,6.1,0,0
0.243691,Teen Beach 2,Jeffrey Hornaday,104,6/26/2015,62,6.4,0,0
0.243321,Full Out,Sean Cisterna,94,9/11/2015,15,7.2,1379999.393,0
0.242078,Narcopolis,Justin Trefgarne,96,9/25/2015,20,4.4,1379999.393,0
0.242,Staten Island Summer,Rhys Thomas,108,6/30/2015,51,5.6,0,0
0.241284,Safelight,Tony Aloupis,84,2/10/2015,13,5.8,0,0
0.239558,Bad Roomies,Jason Schnell,93,12/1/2015,16,5.1,0,0
0.239496,Close Range,Isaac Florentine,80,12/11/2015,41,5,0,0
0.154846,The Reconstruction of William Zero,Dan Bush,98,4/11/2015,14,5.1,0,0
0.236709,Queen of Earth,Alex Ross Perry,90,8/26/2015,33,5.6,0,0
0.232354,After the Ball,Sean Garrity,101,2/27/2015,28,6.3,0,148874.3345
0.231337,A Christmas Detour,Ron Oliver,84,12/1/2015,19,7,0,0
0.22758,"What Happened, Miss Simone?",Liz Garbus,101,1/22/2015,77,7.7,0,0
0.22537,Alex of Venice,Chris Messina,86,4/17/2015,19,6.1,0,0
0.224797,The Eichmann Show,Paul Andrew Williams,90,1/20/2015,29,6.2,0,0
0.222636,"People, Places, Things",Jim Strouse,85,8/14/2015,47,6.6,0,0
0.221502,"The Death of ""Superman Lives"": What Happened?",Jon Schnepp,105,5/1/2015,33,6.8,0,0
0.220751,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,98,10/9/2015,37,8.2,0,0
0.133809,Ava's Possessions,Jordan Galland,89,3/16/2015,14,6.1,0,0
0.219603,Being Charlie,Rob Reiner,97,9/14/2015,12,6.2,0,27967.98769
0.218787,Containment,Neil Mcenery-West,77,7/9/2015,14,5.6,0,0
0.218528,The Exorcism of Molly Hartley,Steven R. Monroe,0,10/9/2015,52,5,0,0
0.21789,The Diabolical,Alistair Legrand,86,3/16/2015,36,4.3,0,0
0.355707,Last Cab to Darwin,Jeremy Sims,124,8/6/2015,11,7,0,0
0.217288,Intruders,Adam Schindler,90,6/12/2015,77,5.8,0,0
0.215864,Infini,Shane Abbess,110,5/8/2015,90,5,0,0
0.215386,A Christmas Melody,Mariah Carey,83,12/19/2015,12,5.5,0,0
0.214563,Muck,Steve Wolsh,99,3/15/2015,21,3.3,0,0
0.212872,Robert the Doll,Andrew Jones,90,8/24/2015,17,2.6,0,0
0.21254,Bravetown,Daniel Duran,112,5/8/2015,42,6.2,0,0
0.211768,Bite,Chad Archibald,90,8/15/2015,11,4.9,0,0
0.209036,Taylor Swift: The 1989 World Tour - Live,Jonas __kerlund,132,12/20/2015,15,7.6,0,0
0.208491,Cosmic Scrat-tastrophe,Mike Thurmeier|Galen T. Chu,5,11/6/2015,33,7.7,0,0
0.230913,Ghoul,Petr J_¡kl Jr.,86,2/26/2015,18,4.9,0,0
0.207366,Waffle Street,Eshom Nelms|Ian Nelms,86,9/24/2015,25,6.4,0,0
0.207133,Deep Web,Alex Winter,90,3/15/2015,47,6.9,0,0
0.206155,A LEGO Brickumentary,Kief Davidson|Daniel Junge,93,7/31/2015,49,6.5,597999.7369,0
0.205318,Richard Pryor: Omit the Logic,Marina Zenovich,83,2/3/2015,14,6.7,0,0
0.204356,Don Verdean,Jared Hess,96,12/11/2015,26,4,0,0
0.203224,The Editor,Adam Brooks|Matthew Kennedy,95,9/8/2015,18,6,0,0
0.299226,Nasty Baby,Sebasti_¡n Silva,101,2/8/2015,12,5,0,0
0.201696,Bitter Lake,Adam Curtis,135,1/24/2015,19,7.8,0,0
0.260306,June,L. Gustavo Cooper,84,8/1/2015,14,4,0,0
0.335255,The Overnight,Patrick Brice,80,6/19/2015,89,5.9,0,1011999.555
0.19957,The Rise of the Krays,Zackary Adler,110,8/29/2015,11,4.7,2299998.988,0
0.198261,Smosh: The Movie,Alex Winter,84,7/24/2015,67,5.3,0,0
0.197788,Keepers of the Covenant: Making Exodus: Gods and Kings,Charles de Lauzirika,153,3/17/2015,14,5.5,0,0
0.197239,è§£æ_��_�´å��_��_,Ding Sheng,106,9/30/2015,19,6.4,0,0
0.195324,The Quiet Hour,St_©phanie Joalland,85,9/7/2015,11,5.3,0,0
0.253157,Lost in the Sun,Trey Nelson,95,11/5/2015,31,5.5,0,0
0.193323,Results,Andrew Bujalski,105,5/29/2015,32,5.1,0,96146.3977
0.193063,Addicted to Fresno,Jamie Babbit,85,9/1/2015,14,4.8,0,0
0.19254,Listening,Khalil Sullins,100,9/11/2015,18,5.3,0,0
0.191534,Jack of the Red Hearts,Janet Grillo,102,5/6/2015,13,7,0,0
0.189135,Absolution,Keoni Waxman,95,5/4/2015,21,5,0,0
0.28365,American Hero,Nick Love,86,12/11/2015,31,5.2,0,0
0.270408,The Condemned 2,Roel Rein_©,90,11/6/2015,13,4,0,0
0.334085,Bound,Jared Cohn,90,1/9/2015,21,3.1,0,0
0.13631,Re-Kill,Valeri Milev,87,10/16/2015,17,4.7,8739996.154,0
0.181987,SuperBob,Jon Drever,82,10/16/2015,11,5.4,0,0
0.179636,A Hitman in London,Ara Paiaya,97,7/6/2015,10,4.6,0,0
0.087904,Regular Show: The Movie,J.G. Quintel,70,9/1/2015,27,7.4,2759998.786,0
0.176744,If There Be Thorns,Nancy Savoca,0,4/5/2015,11,5.4,0,0
0.176463,Pod,Mickey Keating,76,3/16/2015,20,4.2,0,0
0.253949,To Write Love on Her Arms,Nathan Frankowski,118,3/13/2015,32,6.9,3127998.624,0
0.172245,Hungry Hearts,Saverio Costanzo,109,1/15/2015,21,6.2,0,6367.317198
0.170743,The Funhouse Massacre,Andy Palmer,90,11/13/2015,13,6.1,0,0
0.170566,Extraordinary Tales,Raul Garcia,73,10/23/2015,11,5.4,0,0
0.731022,War Room,Alex Kendrick,120,8/28/2015,57,6.9,2759998.786,62366880.2
0.168354,A Deadly Adoption,Rachel Goldenberg,90,6/20/2015,25,4.4,0,0
0.129455,Ellis,JR,14,10/4/2015,15,7.2,0,0
0.16414,Coconut Hero,Florian Cossen,101,8/13/2015,10,7.4,0,0
0.162526,Janis: Little Girl Blue,Amy Berg,106,9/9/2015,31,7.5,0,0
0.162465,Io che amo solo te,Marco Ponti,102,10/22/2015,36,5.2,0,0
0.158311,Unknown Caller,Amariah Olson|Obin Olson,109,6/10/2015,14,6.2,0,0
0.158021,The Inhabitants,Shawn Rasmussen|Michael Rasmussen,90,10/13/2015,10,3.5,0,0
0.157172,Amy Schumer: Live at the Apollo,Chris Rock,57,10/17/2015,17,7.5,0,0
0.156851,Glassland,Gerard Barrett,93,4/17/2015,24,3.5,0,0
0.154161,Whitney,Angela Bassett,90,1/17/2015,18,4.7,0,0
0.153023,Heaven Knows What,Ben Safdie|Joshua Safdie,94,5/29/2015,12,6.9,0,0
0.150713,Keith Richards: Under the Influence,Morgan Neville,82,9/18/2015,13,6.4,0,0
0.14964,Landmine Goes Click,Levan Bakhia,110,3/3/2015,13,5.7,919999.5952,0
0.14811,Hellions,Bruce McDonald,80,9/25/2015,30,3.5,0,0
0.147319,13 Cameras,Victor Zarcoff,87,8/30/2015,11,6.2,0,0
0.146266,Bastard,Patrick Robert Young|Powell Robinson,82,10/16/2015,10,6.2,0,0
0.145945,Strange Blood,Chad Michael Ward,84,4/1/2015,22,4.1,0,0
0.145489,Jurassic City,Sean Cain,88,1/9/2015,13,5.7,0,0
0.270378,6 Years,Hannah Fidell,84,8/18/2015,182,5.5,0,0
0.144639,I Am Chris Farley,Brent Hodge|Derik Murray,96,7/27/2015,27,7,0,0
0.143703,Chloe and Theo,Ezna Sands,81,4/15/2015,12,6.7,0,0
0.143042,All Things Must Pass,Colin Hanks,94,10/16/2015,22,7,0,0
0.142759,Capsule,Andrew Martin,91,12/23/2015,11,5.3,1195999.474,0
0.121594,The Nightmare,Rodney Ascher,90,6/5/2015,58,5.7,0,26018.50855
0.266117,Tangerine,Sean Baker,87,7/10/2015,102,7,0,0
0.139527,Nightlight,Scott Beck,85,3/27/2015,19,3.9,0,0
0.139356,"Stockholm, Pennsylvania",Nikole Beckwith,99,1/22/2015,14,4.9,0,0
0.138353,Power/Rangers,Joseph Kahn,14,2/24/2015,93,7.4,0,0
0.138068,Appropriate Behavior,Desiree Akhavan,90,3/14/2015,18,5.8,0,0
0.236145,See You In Valhalla,Jarret Tarnol,82,4/24/2015,25,5.6,0,0
0.137772,The True Cost,Andrew Morgan,92,5/29/2015,39,7.6,0,0
0.137133,"Kumiko, the Treasure Hunter",David Zellner,105,2/20/2015,65,6.2,0,0
0.136098,Invisible Sister,Paul Hoen,77,10/9/2015,44,6.5,0,0
0.135554,The Forbidden Room,Guy Maddin|Evan Johnson,128,10/7/2015,13,5.7,0,0
0.135074,Finders Keepers,Bryan Carberry|J. Clay Tweel,82,6/22/2015,17,5.7,0,0
0.133921,Merry Kissmas,Michael Feifer,90,12/5/2015,10,7.6,0,0
0.131739,Most Likely to Die,Anthony DiBlasi,81,8/30/2015,12,4.2,0,0
0.129104,A Girl Like Her,Amy S. Weber,91,3/27/2015,49,7.3,0,0
0.127432,Private Number,LazRael Lison,95,5/1/2015,12,3.5,0,0
0.126594,Iliza Shlesinger: Freezing Hot,,71,1/23/2015,14,6.6,0,0
0.126187,The Barber,Basel Owies,95,3/27/2015,27,5.8,0,0
0.124784,James White,Josh Mond,85,1/23/2015,23,5.2,0,0
0.124481,Hitchcock/Truffaut,Kent Jones,79,9/4/2015,33,7.2,0,0
0.122543,A Faster Horse,David Gelb,90,10/8/2015,12,8,0,0
0.137954,Amnesiac,Michael Polish,90,8/14/2015,29,4.1,2759998.786,0
0.114264,The Mask You Live In,Jennifer Siebel Newsom,88,1/1/2015,11,8.9,0,0
0.11303,Soaked in Bleach,Benjamin Statler,100,6/9/2015,53,7.2,0,0
0.112284,And Then There Were None,Craig Viveiros,168,12/26/2015,37,7.7,0,0
0.11096,Bloodsucking Bastards,Brian James O'Connell,84,9/4/2015,27,5.5,0,0
0.110431,The Culling,Rustam Branaman,81,3/15/2015,15,3.2,0,0
0.110136,Comedy Central Roast of Justin Bieber,Joel Gallen,85,3/30/2015,31,7,0,0
0.11004,Boy Meets Girl,Eric Schaeffer,95,2/6/2015,22,7.4,0,0
0.109689,Listen to Me Marlon,Stevan Riley,103,7/29/2015,23,7,0,0
0.138559,The Ouija Experiment 2: Theatre of Death,Israel Luna,86,1/13/2015,10,2.4,0,0
0.10808,Walt Before Mickey,Khoa L_ª,120,4/3/2015,33,6.2,0,0
0.108072,Sense8: Creating the World,,25,8/10/2015,12,7.5,0,0
0.106757,Big Sky,Jorge Michel Grau,95,8/14/2015,10,4.2,0,0
0.106091,The Fear of 13,David Sington,96,10/15/2015,19,8.2,0,0
0.213957,Dior and I,Fr_©d_©ric Tcheng,90,3/27/2015,36,7.5,0,0
0.101543,Ominous,Peter Sullivan,87,10/10/2015,10,5.1,0,0
0.068741,Doctor Who: The Husbands of River Song,Douglas Mackinnon,60,12/25/2015,31,8,0,0
0.101426,Call Me Lucky,Bobcat Goldthwait,106,8/7/2015,14,7.3,0,0
0.101155,Tiger House,Tom Daley,80,8/24/2015,44,5.3,0,0
0.10091,With This Ring,,105,1/24/2015,14,6.5,0,0
0.099678,Brothers,Karan Malhotra,156,8/14/2015,20,6.3,0,0
0.09779,Anguish,Sonny Mallhi,91,7/21/2015,17,3.8,0,0
0.031635,Childhood's End,Nick Hurran,246,12/14/2015,21,6.2,0,0
0.097214,Digging Up the Marrow,Adam Green,98,2/20/2015,33,5.4,0,0
0.096624,Naomi and Ely's No Kiss List,Kristin Hanggi,89,9/18/2015,149,6,0,0
0.096299,The Cokeville Miracle,T.C. Christensen,94,6/5/2015,13,5.1,0,0
0.093462,They Found Hell,Nick Lyon,90,10/17/2015,10,4.6,0,0
0.093212,Junun,Paul Thomas Anderson,54,10/9/2015,11,7.3,0,0
0.100069,The Chosen,Ben Jehoshua,88,7/23/2015,20,5.2,0,0
0.090238,The Flintstones & WWE: Stone Age Smackdown,Spike Brandt|Tony Cervone,52,3/17/2015,12,5.5,0,0
0.090045,Chris Tucker: Live,Phil Joanou,92,7/10/2015,19,6.7,0,0
0.088912,VANish,Bryan Bockbrader,79,2/24/2015,17,4,0,0
0.088764,Harry Price: Ghost Hunter,Alex Pillai,90,12/27/2015,10,5.3,0,0
0.083912,Brotherly Love,Jamal Hill,89,4/24/2015,11,7.4,1747999.231,0
0.283128,Wildlike,Frank Hall Green,104,9/25/2015,25,6.5,0,0
0.082569,The Audition,Martin Scorsese,16,10/27/2015,10,6.1,0,0
0.082444,Louis C.K.: Live at The Comedy Store,Louis C.K.,65,1/27/2015,35,7.7,0,0
0.081956,The Wolfpack,Crystal Moselle,89,6/12/2015,82,6.9,0,1197559.793
0.156386,The Challenger,Kent Moran,95,3/26/2015,13,5.3,0,0
0.08182,Aziz Ansari: Live at Madison Square Garden,Aziz Ansari,58,3/6/2015,35,7.1,0,0
0.080974,Bleeding Heart,Diane Bell,80,4/16/2015,19,4.8,0,0
0.080754,Requiem for the American Dream,Jared P. Scott|Peter D. Hutchison|Kelly Nyks,73,4/18/2015,24,7.8,0,41119.38191
0.079491,3 Nights in the Desert,Gabriel Cowan,90,2/6/2015,11,3.8,0,0
0.078363,The House on Pine Street,Aaron Keeling|Austin Keeling,111,2/28/2015,10,3.8,0,0
0.077836,Slow Learners,Don Argott|Sheena M. Joyce,96,8/19/2015,17,6,0,0
0.077252,Welcome to Leith,Christopher K. Walker|Michael Beach Nichols,85,9/9/2015,15,6.7,0,0
0.076109,Stonewall,Roland Emmerich,129,9/18/2015,14,5.6,12419994.54,172660.004
0.190385,The Phoenix Incident,Keith Arem,81,6/16/2015,11,5.9,0,0
0.073883,Contracted: Phase II,Josh Forbes,78,7/5/2015,20,5,0,0
0.070776,Penis Boy,James Healey,18,10/16/2015,15,3.3,9.199995952,0
0.062536,The Hunting Ground,Kirby Dick,103,2/27/2015,39,7.8,0,0
0.061776,One & Two,Andrew Droz Palermo,90,8/1/2015,11,5,0,0
0.0608,Tig,Kristina Goolsby|Ashley York,95,4/23/2015,25,7.2,0,0
0.059943,Christmas Incorporated,Jonathan Wright,84,11/15/2015,13,6.9,0,0
0.055242,Submerged,Steven C. Miller,99,11/27/2015,11,4.6,0,0
0.054828,Hurricane of Fun: The Making of Wet Hot,Amy Rice,64,7/31/2015,13,6.8,0,0
0.052542,Gascoigne,Jane Preston,90,6/8/2015,11,6,0,0
0.052217,One Soldier's Story: The Journey of American Sniper,Gary Leva,30,11/7/2015,14,5.6,0,0
0.028725,Deep Dark,Michael Medaglia,0,1/1/2015,11,4.6,0,0
0.051262,Best of Enemies,Robert Gordon|Morgan Neville,87,7/31/2015,48,7.2,919999.5952,0
0.051107,Vendetta,Jen Soska|Sylvia Soska,90,6/12/2015,22,5.9,0,0
0.049351,Breaking Through,John Swetnam,84,8/19/2015,13,5.7,0,0
0.048863,The Stranger,Guillermo Amoedo,93,6/12/2015,20,4.9,0,0
0.047256,Star Wars: TIE Fighter,Paul Johnson,7,3/24/2015,29,7.6,0,0
0.046453,Dough,John Goldschmidt,97,4/14/2015,15,4.9,0,0
0.03884,The Bad Education Movie,Elliot Hegarty,90,8/21/2015,23,5.2,0,0
0.038804,Student Bodies,Andrew Drazek,92,9/3/2015,14,6,0,0
0.037487,The Subjects,Robert Mond,80,10/8/2015,12,4.7,0,0
0.037147,Walking with the Dead,Scott Dow,90,3/20/2015,18,3.9,0,0
0.036987,Floride,Philippe Le Guay,110,8/12/2015,16,6.3,0,0
0.079539,The Outskirts,Peter Hutchings,95,7/15/2015,12,4,0,0
0.034534,Twinsters,Samantha Futerman|Ryan Miyamoto,90,7/17/2015,54,7.4,0,0
0.033378,The Jinx: The Life and Deaths of Robert Durst,Andrew Jarecki,240,2/8/2015,72,8.4,0,0
0.056244,The Curse of Downers Grove,Derick Martini,89,8/21/2015,11,4.2,1839999.19,0
0.032678,World of Tomorrow,Don Hertzfeldt,17,3/31/2015,47,8.2,0,0
